id,slug,name,description,upgradedName,upgradedDescription,character,pool,type,cost,rarity,image,portraitUrl,sourceUrl,sortCost,source,source_url,fetched_at_utc
65-bulk-up,bulk_up,Bulk Up,Lose 1 Orb Slot. Gain 2 Strength. Gain 2 Dexterity.,Bulk Up+,Lose 1 Orb Slot. Gain 3 Strength. Gain 3 Dexterity.,Defect,Defect,Power,2,Uncommon,/media/cards-webp/bulk_up.webp,/media/card-portraits/defect/bulk_up.webp,https://sts2.untapped.gg/en/cards/bulk_up,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
66-bullet-time,bullet_time,Bullet Time,You cannot draw additional cards this turn. ALL cards in your Hand are free to play this turn.,Bullet Time+,Cost changes from 3 to 2,Silent,Silent,Skill,3,Rare,/media/cards-webp/bullet_time.webp,/media/card-portraits/silent/bullet_time.webp,https://sts2.untapped.gg/en/cards/bullet_time,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
67-bully,bully,Bully,Deal 4 damage. Deals 2 additional damage for each Vulnerable on the enemy.,Bully+,Deal 4 damage. Deals 3 additional damage for each Vulnerable on the enemy.,Ironclad,Ironclad,Attack,0,Uncommon,/media/cards-webp/bully.webp,/media/card-portraits/ironclad/bully.webp,https://sts2.untapped.gg/en/cards/bully,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
68-bulwark,bulwark,Bulwark,Gain 13 Block. Forge 10.,Bulwark+,Gain 16 Block. Forge 13.,Regent,Regent,Skill,2,Uncommon,/media/cards-webp/bulwark.webp,/media/card-portraits/regent/bulwark.webp,https://sts2.untapped.gg/en/cards/bulwark,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
69-bundle-of-joy,bundle_of_joy,Bundle of Joy,Add 3 random Colorless cards into your Hand. Exhaust.,Bundle of Joy+,Add 4 random Colorless cards into your Hand. Exhaust.,Regent,Regent,Skill,2,Rare,/media/cards-webp/bundle_of_joy.webp,/media/card-portraits/regent/bundle_of_joy.webp,https://sts2.untapped.gg/en/cards/bundle_of_joy,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
70-burn,burn,Burn,"Unplayable. At the end of your turn, if this is in your Hand, take 2 damage.",,,Colorless,Status,Status,N/A,Status,/media/cards-webp/burn.webp,/media/card-portraits/status/burn.webp,https://sts2.untapped.gg/en/cards/burn,999,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
71-burning-pact,burning_pact,Burning Pact,Exhaust 1 card. Draw 2 cards.,Burning Pact+,Exhaust 1 card. Draw 3 cards.,Ironclad,Ironclad,Skill,1,Uncommon,/media/cards-webp/burning_pact.webp,/media/card-portraits/ironclad/burning_pact.webp,https://sts2.untapped.gg/en/cards/burning_pact,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
72-burst,burst,Burst,"This turn, your next Skill is played an extra time.",Burst+,"This turn, your next 2 Skills are played an extra time.",Silent,Silent,Skill,1,Rare,/media/cards-webp/burst.webp,/media/card-portraits/silent/burst.webp,https://sts2.untapped.gg/en/cards/burst,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
73-bury,bury,Bury,Deal 52 damage.,Bury+,Deal 63 damage.,Necrobinder,Necrobinder,Attack,4,Uncommon,/media/cards-webp/bury.webp,/media/card-portraits/necrobinder/bury.webp,https://sts2.untapped.gg/en/cards/bury,4,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
74-byrd-swoop,byrd_swoop,Byrd Swoop,Deal 14 damage.,Byrd Swoop+,Deal 18 damage.,Colorless,Event,Attack,0,Event,/media/cards-webp/byrd_swoop.webp,/media/card-portraits/event/byrd_swoop.webp,https://sts2.untapped.gg/en/cards/byrd_swoop,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
75-byrdonis-egg,byrdonis_egg,Byrdonis Egg,Unplayable. Can be hatched at a Rest Site.,,,Colorless,Colorless,Quest,N/A,Quest,/media/cards-webp/byrdonis_egg.webp,/media/card-portraits/quest/byrdonis_egg.webp,https://sts2.untapped.gg/en/cards/byrdonis_egg,999,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
76-calamity,calamity,Calamity,"Whenever you play an Attack, add a random Attack into your Hand.",Calamity+,Cost changes from 3 to 2,Colorless,Colorless,Power,3,Rare,/media/cards-webp/calamity.webp,/media/card-portraits/colorless/calamity.webp,https://sts2.untapped.gg/en/cards/calamity,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
77-calcify,calcify,Calcify,Osty's attacks deal 4 additional damage.,Calcify+,Osty's attacks deal 6 additional damage.,Necrobinder,Necrobinder,Power,1,Uncommon,/media/cards-webp/calcify.webp,/media/card-portraits/necrobinder/calcify.webp,https://sts2.untapped.gg/en/cards/calcify,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
78-calculated-gamble,calculated_gamble,Calculated Gamble,"Discard your Hand, then draw that many cards. Exhaust.",Calculated Gamble+,"Retain. Discard your Hand, then draw that many cards. Exhaust.",Silent,Silent,Skill,0,Uncommon,/media/cards-webp/calculated_gamble.webp,/media/card-portraits/silent/calculated_gamble.webp,https://sts2.untapped.gg/en/cards/calculated_gamble,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
79-call-of-the-void,call_of_the_void,Call of the Void,"At the start of your turn, add 1 random card into your Hand. It gains Ethereal.",Call of the Void+,"Innate. At the start of your turn, add 1 random card into your Hand. It gains Ethereal.",Necrobinder,Necrobinder,Power,1,Rare,/media/cards-webp/call_of_the_void.webp,/media/card-portraits/necrobinder/call_of_the_void.webp,https://sts2.untapped.gg/en/cards/call_of_the_void,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
80-capacitor,capacitor,Capacitor,Gain 2 Orb Slots.,Capacitor+,Gain 3 Orb Slots.,Defect,Defect,Power,1,Uncommon,/media/cards-webp/capacitor.webp,/media/card-portraits/defect/capacitor.webp,https://sts2.untapped.gg/en/cards/capacitor,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
81-capture-spirit,capture_spirit,Capture Spirit,Enemy loses 3 HP. Add 3 Souls into your Draw Pile.,Capture Spirit+,Enemy loses 4 HP. Add 4 Souls into your Draw Pile.,Necrobinder,Necrobinder,Skill,1,Uncommon,/media/cards-webp/capture_spirit.webp,/media/card-portraits/necrobinder/capture_spirit.webp,https://sts2.untapped.gg/en/cards/capture_spirit,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
82-cascade,cascade,Cascade,Play the top X cards of your Draw Pile.,Cascade+,Play the top X+1 cards of your Draw Pile.,Ironclad,Ironclad,Skill,X,Rare,/media/cards-webp/cascade.webp,/media/card-portraits/ironclad/cascade.webp,https://sts2.untapped.gg/en/cards/cascade,99,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
83-catastrophe,catastrophe,Catastrophe,Play 2 random cards from your Draw Pile.,Catastrophe+,Play 3 random cards from your Draw Pile.,Colorless,Colorless,Skill,2,Uncommon,/media/cards-webp/catastrophe.webp,/media/card-portraits/colorless/catastrophe.webp,https://sts2.untapped.gg/en/cards/catastrophe,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
84-celestial-might,celestial_might,Celestial Might,Deal 6 damage 3 times.,Celestial Might+,Deal 8 damage 3 times.,Regent,Regent,Attack,2,Common,/media/cards-webp/celestial_might.webp,/media/card-portraits/regent/celestial_might.webp,https://sts2.untapped.gg/en/cards/celestial_might,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
85-chaos,chaos,Chaos,Channel 1 random Orb.,Chaos+,Channel 2 random Orbs.,Defect,Defect,Skill,1,Uncommon,/media/cards-webp/chaos.webp,/media/card-portraits/defect/chaos.webp,https://sts2.untapped.gg/en/cards/chaos,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
87-charge-battery,charge_battery,Charge Battery,"Gain 7 Block. Next turn, gain 1 Energy.",Charge Battery+,"Gain 10 Block. Next turn, gain 1 Energy.",Defect,Defect,Skill,1,Common,/media/cards-webp/charge_battery.webp,/media/card-portraits/defect/charge_battery.webp,https://sts2.untapped.gg/en/cards/charge_battery,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
86-charge-,charge,CHARGE!!,Choose 2 cards in your Draw Pile to Transform into Minion Strikes.,CHARGE!!+,Choose 2 cards in your Draw Pile to Transform into Minion Strikes+.,Regent,Regent,Skill,1,Uncommon,/media/cards-webp/charge.webp,/media/card-portraits/regent/charge.webp,https://sts2.untapped.gg/en/cards/charge,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
88-child-of-the-stars,child_of_the_stars,Child of the Stars,Whenever you spend 1 Star Energy gain 2 Block for each 1 Star Energy spent.,Child of the Stars+,Whenever you spend 1 Star Energy gain 3 Block for each 1 Star Energy spent.,Regent,Regent,Power,1,Uncommon,/media/cards-webp/child_of_the_stars.webp,/media/card-portraits/regent/child_of_the_stars.webp,https://sts2.untapped.gg/en/cards/child_of_the_stars,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
89-chill,chill,Chill,Channel 1 Frost for each enemy. Exhaust.,Chill+,Channel 1 Frost for each enemy.,Defect,Defect,Skill,0,Uncommon,/media/cards-webp/chill.webp,/media/card-portraits/defect/chill.webp,https://sts2.untapped.gg/en/cards/chill,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
90-cinder,cinder,Cinder,Deal 17 damage. Exhaust the top card of your Draw Pile.,Cinder+,Deal 22 damage. Exhaust the top card of your Draw Pile.,Ironclad,Ironclad,Attack,2,Common,/media/cards-webp/cinder.webp,/media/card-portraits/ironclad/cinder.webp,https://sts2.untapped.gg/en/cards/cinder,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
91-claw,claw,Claw,Deal 3 damage. Increase the damage of ALL Claw cards by 2 this combat.,Claw+,Deal 4 damage. Increase the damage of ALL Claw cards by 3 this combat.,Defect,Defect,Attack,0,Common,/media/cards-webp/claw.webp,/media/card-portraits/defect/claw.webp,https://sts2.untapped.gg/en/cards/claw,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
92-cleanse,cleanse,Cleanse,Summon 3. Exhaust 1 card from your Draw Pile.,Cleanse+,Summon 5. Exhaust 1 card from your Draw Pile.,Necrobinder,Necrobinder,Skill,1,Uncommon,/media/cards-webp/cleanse.webp,/media/card-portraits/necrobinder/cleanse.webp,https://sts2.untapped.gg/en/cards/cleanse,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
93-cloak-and-dagger,cloak_and_dagger,Cloak and Dagger,Gain 6 Block. Add 1 Shiv into your Hand.,Cloak and Dagger+,Gain 6 Block. Add 2 ShivShivs into your Hand.,Silent,Silent,Skill,1,Common,/media/cards-webp/cloak_and_dagger.webp,/media/card-portraits/silent/cloak_and_dagger.webp,https://sts2.untapped.gg/en/cards/cloak_and_dagger,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
94-cloak-of-stars,cloak_of_stars,Cloak of Stars,Gain 7 Block.,Cloak of Stars+,Gain 10 Block.,Regent,Regent,Skill,0,Common,/media/cards-webp/cloak_of_stars.webp,/media/card-portraits/regent/cloak_of_stars.webp,https://sts2.untapped.gg/en/cards/cloak_of_stars,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
95-clumsy,clumsy,Clumsy,Unplayable. Ethereal.,,,Colorless,Curse,Curse,N/A,Curse,/media/cards-webp/clumsy.webp,/media/card-portraits/curse/clumsy.webp,https://sts2.untapped.gg/en/cards/clumsy,999,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
96-cold-snap,cold_snap,Cold Snap,Deal 6 damage. Channel 1 Frost.,Cold Snap+,Deal 9 damage. Channel 1 Frost.,Defect,Defect,Attack,1,Common,/media/cards-webp/cold_snap.webp,/media/card-portraits/defect/cold_snap.webp,https://sts2.untapped.gg/en/cards/cold_snap,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
97-collision-course,collision_course,Collision Course,Deal 9 damage. Add a Debris into your Hand.,Collision Course+,Deal 12 damage. Add a Debris into your Hand.,Regent,Regent,Attack,0,Common,/media/cards-webp/collision_course.webp,/media/card-portraits/regent/collision_course.webp,https://sts2.untapped.gg/en/cards/collision_course,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
98-colossus,colossus,Colossus,Gain 5 Block. You receive 50% less damage from Vulnerable enemies this turn.,Colossus+,Gain 8 Block. You receive 50% less damage from Vulnerable enemies this turn.,Ironclad,Ironclad,Skill,1,Rare,/media/cards-webp/colossus.webp,/media/card-portraits/ironclad/colossus.webp,https://sts2.untapped.gg/en/cards/colossus,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
99-comet,comet,Comet,Deal 33 damage. Apply 3 Weak. Apply 3 Vulnerable.,Comet+,Deal 44 damage. Apply 3 Weak. Apply 3 Vulnerable.,Regent,Regent,Attack,0,Rare,/media/cards-webp/comet.webp,/media/card-portraits/regent/comet.webp,https://sts2.untapped.gg/en/cards/comet,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
100-compact,compact,Compact,Gain 6 Block. Transform all Status cards in your Hand into Fuel.,Compact+,Gain 7 Block. Transform all Status cards in your Hand into Fuel+.,Defect,Defect,Skill,1,Uncommon,/media/cards-webp/compact.webp,/media/card-portraits/defect/compact.webp,https://sts2.untapped.gg/en/cards/compact,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
101-compile-driver,compile_driver,Compile Driver,Deal 7 damage. Draw 1 card for each unique Orb you have.,Compile Driver+,Deal 10 damage. Draw 1 card for each unique Orb you have.,Defect,Defect,Attack,1,Common,/media/cards-webp/compile_driver.webp,/media/card-portraits/defect/compile_driver.webp,https://sts2.untapped.gg/en/cards/compile_driver,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
102-conflagration,conflagration,Conflagration,Deal 8 damage to ALL enemies. Deals 2 additional damage for each other Attack you've played this turn.,Conflagration+,Deal 9 damage to ALL enemies. Deals 3 additional damage for each other Attack you've played this turn.,Ironclad,Ironclad,Attack,1,Rare,/media/cards-webp/conflagration.webp,/media/card-portraits/ironclad/conflagration.webp,https://sts2.untapped.gg/en/cards/conflagration,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
103-conqueror,conqueror,Conqueror,Forge 3. Sovereign Blade deals double damage to the enemy this turn.,Conqueror+,Forge 5. Sovereign Blade deals double damage to the enemy this turn.,Regent,Regent,Skill,1,Uncommon,/media/cards-webp/conqueror.webp,/media/card-portraits/regent/conqueror.webp,https://sts2.untapped.gg/en/cards/conqueror,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
104-consuming-shadow,consuming_shadow,Consuming Shadow,"Channel 2 Dark. At the end of your turn, Evoke your leftmost Orb.",Consuming Shadow+,"Channel 3 Dark. At the end of your turn, Evoke your leftmost Orb.",Defect,Defect,Power,2,Rare,/media/cards-webp/consuming_shadow.webp,/media/card-portraits/defect/consuming_shadow.webp,https://sts2.untapped.gg/en/cards/consuming_shadow,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
105-convergence,convergence,Convergence,"Next turn, gain 1 Star Energy and 1 Star Energy. Retain your Hand this turn.",Convergence+,"Next turn, gain 1 Star Energy and 2 Star Energy. Retain your Hand this turn.",Regent,Regent,Skill,1,Uncommon,/media/cards-webp/convergence.webp,/media/card-portraits/regent/convergence.webp,https://sts2.untapped.gg/en/cards/convergence,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
106-coolant,coolant,Coolant,"At the start of your turn, gain 2 Block for each unique Orb you have.",Coolant+,"At the start of your turn, gain 3 Block for each unique Orb you have.",Defect,Defect,Power,1,Rare,/media/cards-webp/coolant.webp,/media/card-portraits/defect/coolant.webp,https://sts2.untapped.gg/en/cards/coolant,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
107-coolheaded,coolheaded,Coolheaded,Channel 1 Frost. Draw 1 card.,Coolheaded+,Channel 1 Frost. Draw 2 cards.,Defect,Defect,Skill,1,Common,/media/cards-webp/coolheaded.webp,/media/card-portraits/defect/coolheaded.webp,https://sts2.untapped.gg/en/cards/coolheaded,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
108-coordinate,coordinate,Coordinate,Give another player 5 Strength this turn.,Coordinate+,Give another player 8 Strength this turn.,Colorless,Colorless,Skill,1,Uncommon,/media/cards-webp/coordinate.webp,/media/card-portraits/colorless/coordinate.webp,https://sts2.untapped.gg/en/cards/coordinate,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
109-corrosive-wave,corrosive_wave,Corrosive Wave,"Whenever you draw a card this turn, apply 3 Poison to ALL enemies.",Corrosive Wave+,"Whenever you draw a card this turn, apply 4 Poison to ALL enemies.",Silent,Silent,Skill,1,Rare,/media/cards-webp/corrosive_wave.webp,/media/card-portraits/silent/corrosive_wave.webp,https://sts2.untapped.gg/en/cards/corrosive_wave,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
110-corruption,corruption,Corruption,"Skills cost 0 Energy. Whenever you play a Skill, Exhaust it.",Corruption+,Cost changes from 3 to 2,Ironclad,Ironclad,Power,3,Ancient,/media/cards-webp/corruption.webp,/media/card-portraits/ironclad/corruption.webp,https://sts2.untapped.gg/en/cards/corruption,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
111-cosmic-indifference,cosmic_indifference,Cosmic Indifference,Gain 6 Block. Put a card from your Discard Pile on top of your Draw Pile.,Cosmic Indifference+,Gain 9 Block. Put a card from your Discard Pile on top of your Draw Pile.,Regent,Regent,Skill,1,Common,/media/cards-webp/cosmic_indifference.webp,/media/card-portraits/regent/cosmic_indifference.webp,https://sts2.untapped.gg/en/cards/cosmic_indifference,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
112-countdown,countdown,Countdown,"At the start of your turn, apply 6 Doom to a random enemy.",Countdown+,"At the start of your turn, apply 9 Doom to a random enemy.",Necrobinder,Necrobinder,Power,1,Uncommon,/media/cards-webp/countdown.webp,/media/card-portraits/necrobinder/countdown.webp,https://sts2.untapped.gg/en/cards/countdown,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
